x;y;z;vx;vy;vz
-7.077529840171337;-0.5674839019775391;2.5376804172992706;17.741450214385985;-359.24449930191037;229.146014213562
-7.222393713891506;-0.7748007774353027;1.3099037110805511;-106.62381992340089;-442.38435993194577;178.68168926239014
-9.489104524254799;0.8412837982177734;-0.8266478776931763;-77.08146915435792;-492.5531555175781;195.25881385803223
-9.88972820341587;-2.346789836883545;0.1470521092414856;-14.268636560440063;-466.3843370437622;190.66721534729004
-6.552581302821636;-0.0949859619140625;0.5840510129928589;27.67681016921997;-500.2161479949951;226.1858139038086
-6.457161717116833;1.0959863662719727;1.8217206001281738;-93.36770639419557;-436.55564079284665;216.44800758361816
-10.346754267811775;0.17141103744506836;1.858896017074585;-33.148054933547975;-435.3076482772827;175.7593116760254
-6.818674318492413;1.7187952995300293;1.8374785780906677;-93.17061767578126;-582.1690631866455;237.61150932312012
-10.970694199204445;-0.9917020797729492;-0.38665831089019775;-17.47940526008606;-558.0719829559326;195.68819618225098
-7.806791178882122;2.0247817039489746;-1.3730227947235107;-142.47787342071533;-536.310241317749;177.88390731811523
-10.020749643445015;-1.2976884841918945;0.49655288457870483;-34.91405889987946;-381.7849040985107;355.95097160339355
-7.646341435611248;-2.2700071334838867;-0.537872314453125;-21.49259970188141;-513.8403678894043;189.44521522521973
-8.511494658887386;1.4793992042541504;-1.705142855644226;-47.315347051620485;-487.7871490478515;247.76307678222653
-10.47246940433979;-1.0547161102294922;0.006951391696929932;44.376958751678465;-523.5156036376953;241.70909500122067
-7.790644280612469;-1.7180085182189941;-0.9105116128921509;-27.881278252601625;-438.05933723449704;218.09577083587646
-10.041679814457893;-0.2113938331604004;-0.17579644918441772;-2.391779279708862;-536.398303604126;79.23251724243164
-6.320650689303875;-0.9232878684997559;2.0077720284461975;3.8560904502868656;-472.5227619171142;251.08429527282712
-9.717584028840065;1.9732117652893066;0.547434389591217;-67.00832233428956;-528.1581569671631;315.0530490875244
