x;y;z;vx;vy;vz
-8.755286782979965;-1.2718096375465393;1.1435791617259383;231.59001960754395;-473.95230064392086;113.94791221618652
-8.759036846458912;0.667663081549108;-0.8856837172061205;-85.71155891418458;-339.3267227172851;-230.69650554656982
-10.171378031373024;-0.16733193187974393;-0.41346807265654206;46.73654451370239;-306.1020852088928;273.56592750549316
-8.440380357205868;0.2673802140634507;1.72854820266366;-86.43066272735597;18.878471755981465;-117.63378524780273
-8.649503253400326;-1.897323690354824;0.31797137344256043;190.0003875732422;-216.23700389862057;45.09862518310547
-6.989273428916931;0.002800820584525354;0.7310331333428621;-101.71305284500123;-168.60804567337033;67.10212326049805
-8.70302002876997;0.25338047998957336;1.866007223725319;27.57662787437439;-220.02443859577176;-24.522719621658325
-7.258501835167408;0.17031468451023102;-0.5606857943348587;-213.80241737365722;-359.77542648315426;-335.76836013793945
-9.280980750918388;-1.5021619386970997;-0.4298961837776005;-181.40728340148925;-189.25938854217526;238.30896949768066
-9.289676696062088;-1.355778006836772;0.7032244931906462;19.218721532821654;-302.12783465385434;189.6379623413086
-7.848693989217281;0.3676500404253602;-0.46736702788621187;21.858008050918578;-283.46869716644284;-172.53501319885254
-8.06457158178091;0.064051229855977;-1.96784483268857;37.702413940429686;-507.31128463745114;289.63597869873047
-9.082704037427902;-0.005580513425229583;-0.4927400266751647;-152.69165382385253;-343.76539955139157;207.94647789001465
-8.907818980515003;1.6939760651439428;0.7623531622812152;176.37170448303223;-335.1745272636413;-63.342348575592034
-7.36075546592474;-0.37689534947276115;1.2412936426699162;-138.89318332672119;-168.38788280487057;90.74835634231567
-6.984903104603291;1.0056645143777132;-0.5367317819036543;21.2233687877655;-380.152261352539;-359.10046005249023
-8.91970619559288;0.906797032803297;0.19532806472852826;-3.3693523764610287;-258.245198225975;4.237384557723999
-9.059431962668896;0.301289779599756;-1.219359040260315;-242.63606414794918;-166.2764049530029;-186.27258682250977
-9.977985173463821;0.43844219762831926;-0.3454468329437077;-129.16156396865844;-313.8429118156433;-104.48896551132202
-6.798410788178444;0.6418935488909483;0.707597890868783;-30.047943449020387;-82.75646457672117;100.76016998291016
-8.916864730417728;-0.6273077800869942;-0.578882556874305;17.77110650539398;-182.45094070434567;-16.00004205107689
-8.858224377036095;-0.09215843165293336;1.6990149859338999;-67.988165473938;-239.27856268584725;-214.64164638519287
-8.29594898968935;0.04114963085157797;0.9694586740806699;-157.99074039459228;-565.6260562896729;-112.0502986907959
-7.994220592081547;-0.9199355961754918;0.020894229237455875;162.18559398651124;-382.3887086868286;-236.48265266418457
-9.696627035737038;-0.21777907968498766;-0.3801226965151727;-104.48289499282838;-90.14518508911131;-15.28043666481972
-9.465597197413445;1.5568609815090895;-0.2855020109564066;-21.242001807689668;-491.75721893310543;161.84166526794434
-6.867804005742073;1.199288573116064;0.47466930700466037;-46.45251617431641;-120.17616996765135;-158.7188901901245
-6.9405728951096535;0.14352375583257526;-0.38451628061011434;50.01172914505005;-265.67975411415097;276.88671684265137
-7.674900256097317;-0.3961420152336359;-0.9382103104144335;-225.81243381500244;-367.0687747955322;-285.18664741516113
-7.47082382440567;-1.438205223530531;-0.5500051542185247;-164.09859523773193;-297.19958314895626;-99.03364562988281
-8.667364530265331;1.340605365112424;1.330219628289342;-122.29302034378053;-337.05522069931027;159.99510383605957
-8.990318141877651;0.944935460574925;0.4082474042661488;180.7162250518799;-411.03524456024167;113.70445346832275
-7.689475268125534;-0.7717177737504244;1.638991478830576;19.076206827163695;-113.21461448669432;220.68762874603271
-7.910654693841934;-0.09570762631483376;-0.20836807088926435;-44.12409410476685;-318.0373216629028;128.43299961090088
