x;y;z;vx;vy;vz
-9.622220322489738;-0.5812883377075195;0.5470432341098785;-13.772592401504516;-497.0614696502685;164.76708984375
-6.125781498849392;0.6790280342102051;0.07891952991485596;-96.6471968650818;-437.0655895233154;255.4671821594238
-6.885376386344433;0.46001672744750977;-1.2115046381950378;-101.49705276489259;-416.56568775177;237.64212226867676
-7.73062314838171;2.2480130195617676;0.3003649413585663;-176.08503684997558;-447.0143390655517;205.16876792907715
-6.25531654804945;-0.3520846366882324;-0.3253430128097534;-50.12320504188538;-449.69606170654293;190.8911476135254
-6.141121499240398;0.1165151596069336;-1.7073467373847961;-98.77779350280763;-459.0445114135742;282.586217880249
-8.341456018388271;1.0639071464538574;-1.4285288751125336;-80.7607804298401;-429.5033622741699;236.41966438293457
-8.660292439162731;-1.3651728630065918;-0.5735188722610474;64.53890933990478;-518.4571147918701;155.83274459838867
-9.400810673832893;0.18432140350341797;-0.6425455212593079;-64.40397605895997;-486.44192466735836;208.4859380722046
-7.735410891473293;2.676093578338623;0.05064457654953003;-45.06768093109131;-353.4264303207397;218.81365871429443
-10.52175723016262;0.8046984672546387;-1.4437973499298096;-65.07173881530763;-530.1797843933106;236.0951099395752
-8.705624006688595;0.5329012870788574;-2.7053341269493103;-93.12874660491944;-472.14356193542477;250.55383300781247
-7.9093923792243;0.2935051918029785;2.1258987486362457;-75.35007820129395;-480.77089080810543;236.40656089782715
-7.011216692626476;0.8539080619812012;-1.0310500860214233;-68.27252254486085;-494.3838668823242;202.29662990570068
-9.329740516841412;-1.8725037574768066;1.6725026071071625;-76.18675575256349;-504.44050559997555;309.03454399108887
-8.505877666175365;-1.3702869415283203;-1.2658752501010895;-13.775246000289917;-479.2491270065307;208.95470237731934
-7.823622040450573;-0.764000415802002;-2.441820502281189;-38.66672322750092;-416.1029602050781;298.08995819091797
-10.213097557425499;1.4145970344543457;1.4756083488464355;-68.59817848205567;-518.2467437744141;145.55809593200684
-6.677131913602352;-1.1326789855957031;0.6417363882064819;-99.53730211257935;-418.5481620788574;229.54122161865234
-8.965353481471539;-1.9144892692565918;-1.8444299697875977;-82.03935728073121;-418.576185798645;232.83425903320312
-8.571343682706356;-0.2989768981933594;-1.5720382332801819;-35.60269103050232;-453.55583915710446;186.1090908050537
-6.955352984368801;-0.710606575012207;0.4131004214286804;-41.73499331474304;-578.9641166687012;131.4314088821411
-6.505504064261913;0.6577134132385254;-2.0281143486499786;-39.442316150665285;-465.29656181335446;205.6424388885498
-6.45794402807951;-1.6936898231506348;-0.3350168466567993;-105.42921409606934;-503.6688018798828;163.20989227294922
-9.484558179974556;-2.5027871131896973;-0.48201531171798706;-185.38334712982177;-433.8761354446411;233.86551475524902
-6.4336007460951805;1.6267061233520508;0.14382004737854004;-43.564174032211305;-504.724547958374;249.10074806213376
-9.07814260572195;-2.4127721786499023;-1.4937445521354675;-21.60591766834259;-367.6208806991577;162.08379364013672
-10.74996404349804;-0.017595291137695312;-0.5518600344657898;-115.58766946792603;-387.4624038696289;320.1067314147949
-9.483013674616814;-0.1774907112121582;-0.6843455135822296;-60.4772292137146;-435.7497192382812;187.41716480255127
-9.74746160209179;-0.9226799011230469;1.8368571996688843;-77.5371156692505;-521.759049987793;231.2310848236084
-8.68635680526495;0.6028175354003906;-0.5170874297618866;19.578026676177977;-581.1176372528076;177.90221786499023
-6.491185538470745;-0.3991842269897461;-1.5283629298210144;-107.08250627517701;-421.23396167755124;121.06739616394043
-10.07578857243061;2.403402328491211;-0.15019923448562622;-80.03012523651124;-438.42222938537594;226.79730033874512
-10.367022827267647;-0.4945993423461914;1.7992883920669556;-206.12331733703613;-522.9793048858643;214.40317726135254
